1	-116,98084	32,49962
2	-115,05137	32,36411
3	-115,98876	32,18727
4	-115,3073	32,1545
5	-114,98372	32,13403
6	-116,52705	32,12153
7	-115,25095	32,1109
8	-115,90596	32,10464
9	-116,26854	31,98025
10	-115,81779	31,871
11	-116,06874	31,8356
12	-115,74908	31,82666
13	-116,39786	31,82424
14	-112,70644	31,81306
15	-112,68636	31,81112
16	-115,29014	31,8077
17	-112,69966	31,79577
18	-112,68308	31,78358
19	-112,67725	31,77112
20	-115,94537	31,76729
21	-114,32104	31,75385
22	-116,3975	31,73348
23	-116,06131	31,71862
24	-106,37681	31,6967
25	-107,72126	31,69162
26	-116,36205	31,68122
27	-112,51303	31,63177
28	-112,40903	31,6216
29	-115,85882	31,60254
30	-106,55223	31,58894
31	-107,02928	31,58745
32	-112,75214	31,57149
33	-106,41566	31,56
34	-113,71869	31,55817
35	-112,59159	31,55341
36	-112,13545	31,54491
37	-113,39655	31,54118
38	-108,16186	31,54016
39	-115,9623	31,51143
40	-116,26	31,49211
41	-106,61364	31,4832
42	-111,90223	31,48234
43	-116,12778	31,46174
44	-116,3828	31,44406
45	-113,36606	31,44341
46	-112,36111	31,43755
47	-112,67471	31,42866
48	-106,59996	31,38865
49	-112,47964	31,38453
50	-116,47963	31,38218
51	-116,12458	31,37948
52	-107,76087	31,37948
53	-106,52988	31,35867
54	-107,12801	31,34985
55	-107,97141	31,34868
56	-112,09541	31,34669
57	-113,34966	31,32219
58	-113,1719	31,31211
59	-111,99009	31,31096
60	-111,27098	31,30171
61	-110,26965	31,2974
62	-111,4558	31,28202
63	-109,19553	31,27546
64	-111,03202	31,24784
65	-109,50286	31,24291
66	-107,65374	31,2346
67	-115,67258	31,23284
68	-112,53815	31,22441
69	-107,78899	31,22042
70	-106,09048	31,2173
71	-110,15648	31,20358
72	-107,96529	31,18441
73	-115,79796	31,17793
74	-107,95918	31,16881
75	-111,47479	31,16669
76	-115,72504	31,16475
77	-109,96397	31,16418
78	-108,18702	31,16158
79	-111,9691	31,15618
80	-111,27791	31,14249
81	-105,72468	31,13701
82	-116,09608	31,13074
83	-110,19166	31,12188
84	-108,15929	31,12111
85	-110,76775	31,12098
86	-115,94396	31,11706
87	-111,6218	31,1134
88	-116,27589	31,11215
89	-110,18957	31,11057
90	-110,44464	31,10824
91	-112,46174	31,10057
92	-107,06815	31,09985
93	-110,16973	31,09154
94	-110,18526	31,09047
95	-110,58231	31,07758
96	-110,19557	31,0766
97	-111,53583	31,07557
98	-115,22343	31,07418
99	-109,43219	31,07304
100	-111,09571	31,07142
101	-108,21933	31,07037
102	-106,03262	31,05905
103	-115,19917	31,05242
104	-111,93439	31,05174
105	-108,08208	31,04075
106	-108,05666	31,03896
107	-109,5939	31,03717
108	-116,19273	31,03601
109	-111,90681	31,0298
110	-112,56591	31,02794
111	-106,6443	31,01749
112	-107,92805	31,00979
113	-108,06232	31,00891
114	-109,8248	30,99637
115	-108,12555	30,99458
116	-108,28508	30,9877
117	-109,09913	30,98542
118	-109,58773	30,96211
119	-107,25724	30,95855
120	-109,25091	30,9509
121	-106,60278	30,93238
122	-105,9043	30,93172
123	-108,14516	30,93071
124	-110,84507	30,91982
125	-115,63982	30,91955
126	-107,45746	30,91596
127	-106,79	30,91358
128	-110,09135	30,91355
129	-116,1134	30,902
130	-112,77016	30,89175
131	-107,86651	30,89087
132	-111,1099	30,88163
133	-111,83885	30,86768
134	-112,88326	30,85411
135	-105,34268	30,8334
136	-105,63717	30,82922
137	-105,32142	30,82301
138	-112,16306	30,81718
139	-111,31711	30,81251
140	-112,65868	30,81075
141	-109,10613	30,81064
142	-105,76318	30,81028
143	-106,0816	30,80787
144	-111,63862	30,80696
145	-106,37812	30,80279
146	-107,92663	30,79869
147	-112,42236	30,79708
148	-107,53238	30,79065
149	-115,18569	30,78666
150	-110,32999	30,78546
151	-111,50411	30,78135
152	-113,04353	30,7673
153	-115,87927	30,75902
154	-110,64053	30,75151
155	-110,46547	30,7475
156	-112,46372	30,73844
157	-107,41301	30,73752
158	-109,69748	30,72599
159	-114,71148	30,72105
160	-116,03621	30,71891
161	-116,0144	30,71286
162	-116,02924	30,70612
163	-112,2918	30,69798
164	-111,16023	30,68363
165	-109,8664	30,67678
166	-105,02439	30,67403
167	-109,25074	30,6632
168	-111,59679	30,64233
169	-112,24685	30,64178
170	-112,33839	30,63396
171	-112,28286	30,62576
172	-115,9419	30,61071
173	-112,34114	30,61038
174	-112,37663	30,60327
175	-108,06505	30,60205
176	-109,7121	30,59682
177	-112,06876	30,59311
178	-110,67393	30,59029
179	-115,93613	30,58414
180	-112,26808	30,58347
181	-112,35533	30,57533
182	-106,15394	30,57278
183	-108,05362	30,57034
184	-109,34147	30,5551
185	-109,56438	30,52727
186	-107,95206	30,5241
187	-105,80051	30,52405
188	-111,32188	30,49664
189	-109,18123	30,49128
190	-111,80183	30,48112
191	-115,28146	30,47598
192	-105,97543	30,47009
193	-106,14377	30,46403
194	-105,59665	30,45655
195	-110,54362	30,45484
196	-110,69752	30,44595
197	-109,47996	30,4431
198	-107,22384	30,44094
199	-107,90665	30,42613
200	-112,14516	30,42561
201	-105,72792	30,41433
202	-112,7041	30,40888
203	-111,05476	30,40821
204	-106,53677	30,40548
205	-109,93749	30,40433
206	-105,76567	30,4009
207	-105,72334	30,38345
208	-105,93217	30,38112
209	-105,7176	30,35856
210	-110,3569	30,35593
211	-115,69234	30,34083
212	-106,63354	30,28621
213	-106,88468	30,28083
214	-112,84228	30,27897
215	-104,76711	30,2758
216	-110,28216	30,26407
217	-110,51867	30,25474
218	-109,03068	30,24436
219	-105,31105	30,24111
220	-104,97872	30,24089
221	-105,13416	30,2406
222	-109,19929	30,24051
223	-105,42125	30,23881
224	-110,72736	30,23222
225	-107,18024	30,23065
226	-112,161	30,22948
227	-109,63721	30,21387
228	-106,0756	30,21206
229	-107,4914	30,20985
230	-105,51769	30,19675
231	-115,12114	30,19275
232	-105,86254	30,17682
233	-109,51089	30,15561
234	-106,09629	30,13971
235	-112,16226	30,13723
236	-105,37206	30,12223
